Périmètre;Nature;Date;Heures;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques
Nouvelle-Aquitaine;Données définitives;01/01/2017;07:00;6029;233;5205;33;-1;77;-;204;277
Nouvelle-Aquitaine;Données définitives;01/01/2017;07:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;07:30;6019;235;5205;43;-1;78;-;202;258
Nouvelle-Aquitaine;Données définitives;01/01/2017;07:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;08:00;6097;235;5206;43;-1;78;-;197;339
Nouvelle-Aquitaine;Données définitives;01/01/2017;08:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;08:30;6100;241;5205;43;-1;73;-;194;345
Nouvelle-Aquitaine;Données définitives;01/01/2017;08:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;09:00;6086;242;5207;44;0;73;-;199;322
Nouvelle-Aquitaine;Données définitives;01/01/2017;09:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;09:30;6171;242;5206;50;17;84;-;196;376
Nouvelle-Aquitaine;Données définitives;01/01/2017;09:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;10:00;6301;242;5201;57;52;99;-;194;455
Nouvelle-Aquitaine;Données définitives;01/01/2017;10:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;10:30;6361;242;5206;57;85;156;-;194;419
Nouvelle-Aquitaine;Données définitives;01/01/2017;10:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;11:00;6479;240;5204;57;125;169;-;201;481
Nouvelle-Aquitaine;Données définitives;01/01/2017;11:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;11:30;6478;240;5207;53;160;159;-;197;462
Nouvelle-Aquitaine;Données définitives;01/01/2017;11:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;12:00;6507;240;5207;49;175;183;-;198;453
Nouvelle-Aquitaine;Données définitives;01/01/2017;12:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;12:30;6552;241;5207;60;192;231;-;195;426
Nouvelle-Aquitaine;Données définitives;01/01/2017;12:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;13:00;6705;241;5205;68;197;303;-;196;495
Nouvelle-Aquitaine;Données définitives;01/01/2017;13:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;13:30;6572;240;5206;64;205;290;-;198;368
Nouvelle-Aquitaine;Données définitives;01/01/2017;13:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;14:00;6573;240;5204;65;195;282;-;198;389
Nouvelle-Aquitaine;Données définitives;01/01/2017;14:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;14:30;6445;239;5203;67;193;231;-;199;314
Nouvelle-Aquitaine;Données définitives;01/01/2017;14:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;15:00;6241;239;5202;64;160;207;-;194;174
Nouvelle-Aquitaine;Données définitives;01/01/2017;15:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;15:30;6200;239;5202;60;134;237;-;195;131
Nouvelle-Aquitaine;Données définitives;01/01/2017;15:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;16:00;6085;239;5204;63;94;156;-;194;134
Nouvelle-Aquitaine;Données définitives;01/01/2017;16:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;16:30;5982;245;5210;64;50;148;-;193;71
Nouvelle-Aquitaine;Données définitives;01/01/2017;16:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;17:00;5986;251;5216;71;14;151;-;195;88
Nouvelle-Aquitaine;Données définitives;01/01/2017;17:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;17:30;6089;251;5214;80;-1;289;-;195;59
Nouvelle-Aquitaine;Données définitives;01/01/2017;17:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;18:00;6410;251;5213;92;-1;340;-;195;321
Nouvelle-Aquitaine;Données définitives;01/01/2017;18:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;18:30;6663;251;5212;92;-1;401;-;195;513
Nouvelle-Aquitaine;Données définitives;01/01/2017;18:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;19:00;6750;250;5214;100;-1;422;-;191;573
Nouvelle-Aquitaine;Données définitives;01/01/2017;19:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;19:30;6825;249;5211;107;-1;435;-;193;631
Nouvelle-Aquitaine;Données définitives;01/01/2017;19:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;20:00;6779;250;5211;114;-1;426;-;193;586
Nouvelle-Aquitaine;Données définitives;01/01/2017;20:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;20:30;6687;252;5210;121;-1;242;-;191;673
Nouvelle-Aquitaine;Données définitives;01/01/2017;20:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;21:00;6568;251;5212;116;-1;277;-;190;523
Nouvelle-Aquitaine;Données définitives;01/01/2017;21:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;21:30;6437;251;5208;125;-1;333;-;189;331
Nouvelle-Aquitaine;Données définitives;01/01/2017;21:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;22:00;6347;251;5209;124;-1;314;-;187;263
Nouvelle-Aquitaine;Données définitives;01/01/2017;22:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;22:30;6399;251;5211;124;-1;188;-;190;436
Nouvelle-Aquitaine;Données définitives;01/01/2017;22:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;23:00;6738;251;5209;127;-1;287;-;191;674
Nouvelle-Aquitaine;Données définitives;01/01/2017;23:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;01/01/2017;23:30;6449;252;5210;89;-1;224;-;193;482
Nouvelle-Aquitaine;Données définitives;01/01/2017;23:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;00:00;6467;251;5210;86;-1;219;-;193;508
Nouvelle-Aquitaine;Données définitives;02/01/2017;00:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;00:30;6476;251;5215;79;-1;178;-;195;559
Nouvelle-Aquitaine;Données définitives;02/01/2017;00:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;01:00;6249;252;5212;70;-1;95;-;195;425
Nouvelle-Aquitaine;Données définitives;02/01/2017;01:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;01:30;6438;251;5211;68;-1;89;-;193;627
Nouvelle-Aquitaine;Données définitives;02/01/2017;01:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;02:00;6221;252;5213;70;-1;88;-;193;405
Nouvelle-Aquitaine;Données définitives;02/01/2017;02:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;02:30;6315;253;5214;66;-1;88;-;190;504
Nouvelle-Aquitaine;Données définitives;02/01/2017;02:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;03:00;6115;253;5214;76;-1;86;-;189;298
Nouvelle-Aquitaine;Données définitives;02/01/2017;03:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;03:30;5905;254;5215;69;-1;84;-;188;97
Nouvelle-Aquitaine;Données définitives;02/01/2017;03:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;04:00;5820;255;5211;70;-1;87;-;188;10
Nouvelle-Aquitaine;Données définitives;02/01/2017;04:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;04:30;5812;254;5211;56;-1;84;-;190;18
Nouvelle-Aquitaine;Données définitives;02/01/2017;04:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;05:00;5849;255;5211;50;-1;84;-;191;59
Nouvelle-Aquitaine;Données définitives;02/01/2017;05:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;05:30;6041;253;5213;42;-1;83;-;196;254
Nouvelle-Aquitaine;Données définitives;02/01/2017;05:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;06:00;6162;253;5213;37;-1;78;-;194;388
Nouvelle-Aquitaine;Données définitives;02/01/2017;06:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;06:30;6451;253;5214;37;-1;80;-;197;671
Nouvelle-Aquitaine;Données définitives;02/01/2017;06:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;07:00;6616;254;5211;32;-1;80;-;188;853
Nouvelle-Aquitaine;Données définitives;02/01/2017;07:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;07:30;6789;254;5213;26;-1;95;-;188;1013
Nouvelle-Aquitaine;Données définitives;02/01/2017;07:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;08:00;7038;210;5211;26;-1;106;-;191;1295
Nouvelle-Aquitaine;Données définitives;02/01/2017;08:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;08:30;7100;210;5212;28;-1;105;-;193;1354
Nouvelle-Aquitaine;Données définitives;02/01/2017;08:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;09:00;7194;220;5213;27;1;130;-;195;1407
Nouvelle-Aquitaine;Données définitives;02/01/2017;09:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;09:30;7312;266;5212;30;22;186;-;198;1397
Nouvelle-Aquitaine;Données définitives;02/01/2017;09:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;10:00;7370;266;5209;27;62;294;-;193;1320
Nouvelle-Aquitaine;Données définitives;02/01/2017;10:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;10:30;7402;265;5211;24;107;309;-;188;1298
Nouvelle-Aquitaine;Données définitives;02/01/2017;10:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;11:00;7532;267;5210;22;133;217;-;189;1495
Nouvelle-Aquitaine;Données définitives;02/01/2017;11:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;11:30;7556;267;5212;21;171;168;-;191;1526
Nouvelle-Aquitaine;Données définitives;02/01/2017;11:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;12:00;7636;266;5212;23;206;169;-;189;1572
Nouvelle-Aquitaine;Données définitives;02/01/2017;12:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;12:30;7634;258;5191;23;232;190;-;192;1547
Nouvelle-Aquitaine;Données définitives;02/01/2017;12:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;13:00;7756;257;5192;23;269;207;-;192;1615
Nouvelle-Aquitaine;Données définitives;02/01/2017;13:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;13:30;7513;266;5191;26;294;329;-;193;1213
Nouvelle-Aquitaine;Données définitives;02/01/2017;13:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;14:00;7500;266;5189;29;302;233;-;191;1291
Nouvelle-Aquitaine;Données définitives;02/01/2017;14:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;14:30;7462;262;5183;27;323;241;-;193;1232
Nouvelle-Aquitaine;Données définitives;02/01/2017;14:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;15:00;7263;260;5187;24;306;89;-;192;1204
Nouvelle-Aquitaine;Données définitives;02/01/2017;15:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;15:30;7153;259;5208;24;247;84;-;196;1136
Nouvelle-Aquitaine;Données définitives;02/01/2017;15:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;16:00;7054;262;5202;26;214;84;-;192;1075
Nouvelle-Aquitaine;Données définitives;02/01/2017;16:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;16:30;6985;261;5201;33;128;84;-;190;1088
Nouvelle-Aquitaine;Données définitives;02/01/2017;16:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;17:00;6912;262;5203;36;57;125;-;191;1038
Nouvelle-Aquitaine;Données définitives;02/01/2017;17:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;17:30;7049;262;5204;47;3;188;-;193;1151
Nouvelle-Aquitaine;Données définitives;02/01/2017;17:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;18:00;7452;263;5204;63;-1;253;-;191;1479
Nouvelle-Aquitaine;Données définitives;02/01/2017;18:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;18:30;7658;265;5205;95;-1;572;-;190;1331
Nouvelle-Aquitaine;Données définitives;02/01/2017;18:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;19:00;7827;265;5204;121;-1;735;-;197;1306
Nouvelle-Aquitaine;Données définitives;02/01/2017;19:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;19:30;7789;267;5201;144;-1;730;-;198;1249
Nouvelle-Aquitaine;Données définitives;02/01/2017;19:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;20:00;7578;267;5209;137;-1;495;-;197;1274
Nouvelle-Aquitaine;Données définitives;02/01/2017;20:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;20:30;7316;268;5211;138;-1;278;-;196;1226
Nouvelle-Aquitaine;Données définitives;02/01/2017;20:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;21:00;7177;269;5213;140;-1;266;-;198;1092
Nouvelle-Aquitaine;Données définitives;02/01/2017;21:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;21:30;7010;269;5210;148;-1;150;-;198;1036
Nouvelle-Aquitaine;Données définitives;02/01/2017;21:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;22:00;6878;270;5212;151;-1;143;-;195;908
Nouvelle-Aquitaine;Données définitives;02/01/2017;22:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;22:30;6914;270;5211;166;-1;214;-;198;856
Nouvelle-Aquitaine;Données définitives;02/01/2017;22:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;23:00;7275;270;5211;176;-1;216;-;201;1204
Nouvelle-Aquitaine;Données définitives;02/01/2017;23:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;02/01/2017;23:30;6980;270;5211;171;-1;104;-;203;1024
Nouvelle-Aquitaine;Données définitives;02/01/2017;23:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;00:00;6989;272;5209;159;-1;89;-;199;1062
Nouvelle-Aquitaine;Données définitives;03/01/2017;00:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;00:30;6981;272;5210;174;-1;85;-;200;1041
Nouvelle-Aquitaine;Données définitives;03/01/2017;00:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;01:00;6782;272;5210;187;-1;82;-;196;836
Nouvelle-Aquitaine;Données définitives;03/01/2017;01:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;01:30;6967;273;5209;192;-1;83;-;196;1016
Nouvelle-Aquitaine;Données définitives;03/01/2017;01:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;02:00;6759;271;5210;186;-1;81;-;198;815
Nouvelle-Aquitaine;Données définitives;03/01/2017;02:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;02:30;6826;266;5207;165;-1;83;-;197;908
Nouvelle-Aquitaine;Données définitives;03/01/2017;02:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;03:00;6595;267;5206;176;-1;82;-;198;666
Nouvelle-Aquitaine;Données définitives;03/01/2017;03:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;03:30;6480;267;5208;167;-1;84;-;199;557
Nouvelle-Aquitaine;Données définitives;03/01/2017;03:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;04:00;6370;272;5208;182;-1;87;-;202;422
Nouvelle-Aquitaine;Données définitives;03/01/2017;04:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;04:30;6313;274;5210;168;-1;88;-;200;373
Nouvelle-Aquitaine;Données définitives;03/01/2017;04:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;05:00;6326;269;5208;176;-1;88;-;201;384
Nouvelle-Aquitaine;Données définitives;03/01/2017;05:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;05:30;6466;268;5207;184;-1;87;-;200;521
Nouvelle-Aquitaine;Données définitives;03/01/2017;05:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;06:00;6645;268;5208;188;-1;86;-;200;696
Nouvelle-Aquitaine;Données définitives;03/01/2017;06:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;06:30;7120;268;5208;186;-1;165;-;199;1095
Nouvelle-Aquitaine;Données définitives;03/01/2017;06:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;07:00;7358;269;5208;197;-1;237;-;199;1249
Nouvelle-Aquitaine;Données définitives;03/01/2017;07:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;07:30;7676;269;5210;206;-1;376;-;201;1415
Nouvelle-Aquitaine;Données définitives;03/01/2017;07:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;08:00;7944;269;5181;213;-1;459;-;199;1624
Nouvelle-Aquitaine;Données définitives;03/01/2017;08:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;08:30;8013;269;5179;218;-1;471;-;201;1675
Nouvelle-Aquitaine;Données définitives;03/01/2017;08:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;09:00;8020;268;5180;209;5;470;-;200;1688
Nouvelle-Aquitaine;Données définitives;03/01/2017;09:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;09:30;8041;274;5150;236;57;567;-;197;1562
Nouvelle-Aquitaine;Données définitives;03/01/2017;09:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;10:00;8060;274;5149;256;164;556;-;201;1461
Nouvelle-Aquitaine;Données définitives;03/01/2017;10:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;10:30;8023;272;5159;246;285;537;-;195;1328
Nouvelle-Aquitaine;Données définitives;03/01/2017;10:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;11:00;7985;271;5154;222;413;523;-;204;1198
Nouvelle-Aquitaine;Données définitives;03/01/2017;11:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;11:30;7944;271;5161;191;520;456;-;195;1149
Nouvelle-Aquitaine;Données définitives;03/01/2017;11:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;12:00;7863;269;5176;161;593;436;-;203;1025
Nouvelle-Aquitaine;Données définitives;03/01/2017;12:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;12:30;7696;267;5182;143;662;509;-;203;730
Nouvelle-Aquitaine;Données définitives;03/01/2017;12:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;13:00;7773;265;5183;135;702;438;-;204;847
Nouvelle-Aquitaine;Données définitives;03/01/2017;13:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;13:30;7525;261;5186;125;705;410;-;203;635
Nouvelle-Aquitaine;Données définitives;03/01/2017;13:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;14:00;7559;261;5185;129;700;305;-;204;774
Nouvelle-Aquitaine;Données définitives;03/01/2017;14:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;14:30;7541;259;5185;119;660;306;-;197;816
Nouvelle-Aquitaine;Données définitives;03/01/2017;14:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;15:00;7226;256;5178;118;608;290;-;192;584
Nouvelle-Aquitaine;Données définitives;03/01/2017;15:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;15:30;7170;259;5173;122;499;291;-;197;630
Nouvelle-Aquitaine;Données définitives;03/01/2017;15:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;16:00;7028;260;5173;133;365;291;-;198;609
Nouvelle-Aquitaine;Données définitives;03/01/2017;16:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;16:30;7005;260;5177;153;224;292;-;197;702
Nouvelle-Aquitaine;Données définitives;03/01/2017;16:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;17:00;7029;260;5182;164;87;305;-;197;833
Nouvelle-Aquitaine;Données définitives;03/01/2017;17:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;17:30;7211;263;5217;165;6;309;-;198;1055
Nouvelle-Aquitaine;Données définitives;03/01/2017;17:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;18:00;7720;264;5220;164;-1;470;-;197;1407
Nouvelle-Aquitaine;Données définitives;03/01/2017;18:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;18:30;7990;265;5222;156;-1;761;-;194;1394
Nouvelle-Aquitaine;Données définitives;03/01/2017;18:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;19:00;8231;267;5222;159;-1;882;-;194;1508
Nouvelle-Aquitaine;Données définitives;03/01/2017;19:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;19:30;8163;268;5221;130;-1;792;-;194;1559
Nouvelle-Aquitaine;Données définitives;03/01/2017;19:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;20:00;7974;268;5219;113;-1;690;-;201;1485
Nouvelle-Aquitaine;Données définitives;03/01/2017;20:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;20:30;7722;269;5218;129;-1;476;-;196;1436
Nouvelle-Aquitaine;Données définitives;03/01/2017;20:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;21:00;7489;261;5218;125;-1;340;-;197;1348
Nouvelle-Aquitaine;Données définitives;03/01/2017;21:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;21:30;7275;261;5218;124;-1;340;-;197;1136
Nouvelle-Aquitaine;Données définitives;03/01/2017;21:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;22:00;7142;261;5217;145;-1;340;-;196;984
Nouvelle-Aquitaine;Données définitives;03/01/2017;22:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;22:30;7182;263;5216;132;-1;345;-;197;1030
Nouvelle-Aquitaine;Données définitives;03/01/2017;22:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;23:00;7570;263;5218;120;-1;526;-;199;1246
Nouvelle-Aquitaine;Données définitives;03/01/2017;23:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;03/01/2017;23:30;7299;263;5216;106;-1;371;-;199;1145
Nouvelle-Aquitaine;Données définitives;03/01/2017;23:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;04/01/2017;00:00;7391;264;5216;121;-1;366;-;199;1226
Nouvelle-Aquitaine;Données définitives;04/01/2017;00:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;04/01/2017;00:30;7356;264;5215;92;-1;350;-;198;1238
Nouvelle-Aquitaine;Données définitives;04/01/2017;00:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;04/01/2017;01:00;7128;265;5215;73;-1;199;-;201;1177
Nouvelle-Aquitaine;Données définitives;04/01/2017;01:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;04/01/2017;01:30;7486;265;5215;68;-1;115;-;203;1620
Nouvelle-Aquitaine;Données définitives;04/01/2017;01:45;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;04/01/2017;02:00;7314;264;5192;67;-1;116;-;204;1471
Nouvelle-Aquitaine;Données définitives;04/01/2017;02:15;;;;;;;;;
Nouvelle-Aquitaine;Données définitives;04/01/2017;02:30;7363;265;5203;55;-1;115;-;203;1523
Nouvelle-Aquitaine;Données définitives;04/01/2017;02:45;;;;;;;;;
